index_x,coach,year,actual_decision,predicted_go_rate,fourth_down_plays,fourth_down_aggression,index_y,actual_pass,predicted_pass_rate,run_pass_plays,pass_heavy_aggression,index_x.1,actual_beyond,predicted_beyond_rate,pass_plays,deep_pass_aggression,index_y.1,actual_two_point,predicted_two_point_rate,conversion_attempts,two_point_aggression,composite_aggression,fourth_down_aggression_zscore,pass_heavy_aggression_zscore,deep_pass_aggression_zscore,two_point_aggression_zscore,composite_aggression_zscore,total_plays,season_number,annual_war,annual_games,cumulative_war,cumulative_games,win_pct,predicted_impact,predicted_replacement,total_seasons
352,Marty Schottenheimer,2006,0.1065573770491803,0.1041237,122,0.0024336803643429,352,0.5018248175182481,0.53130007,1096,-0.0294752503833631,352,0.4323232323232323,0.39344597,495,0.0388772636953026,352,0.0161290322580645,0.033814017,62,-0.0176849844715287,-0.0014623226988115,0.1014435437878814,-1.2428714827064211,1.2561968819670195,-0.4643230561802031,-0.272798326751518,1775,20,0.2352844476699829,3.764551162719727,1.0032959608077996,16.052735372924793,0.875,0.099316716,0.63971555,20
340,Lovie Smith,2006,0.1180124223602484,0.12434661,161,-0.0063341840731431,340,0.5274027005559968,0.5246648,1259,0.0027378813154267,340,0.3917355371900826,0.3833828,605,0.0083527399488717,340,0.0,0.0152785275,56,-0.0152785275131464,-0.0026305225804977,-0.2225344878661788,-0.4206916703402737,0.4171140797761211,-0.40617485055205,-0.3382766820003361,2081,3,0.1125968694686889,1.8015499114990223,0.0573187768459318,0.9171004295349104,0.8125,0.046399415,0.69990313,12
218,Jeff Fisher,2006,0.1343283582089552,0.11441467,134,0.0199136886356481,218,0.5521155830753354,0.59649754,969,-0.044381952630231,218,0.4399092970521542,0.39212415,441,0.0477851508290859,218,0.0857142857142857,0.12078401,35,-0.0350697212985583,-0.0029382086160138,0.7473406962144161,-1.6233371192340311,1.5010640897212146,-0.8843975762285368,-0.3555226823248182,1579,12,0.1328152120113372,2.125043392181395,0.1158000826835631,1.8528013229370104,0.5,0.028129518,0.3671848,21
32,Art Shell,2006,0.1732283464566929,0.17400683,127,-0.0007784881695049,32,0.6095334685598377,0.6076905,986,0.001842955425835,32,0.4021052631578947,0.37130034,475,0.0308049234591032,32,0.0,0.05569593,16,-0.055695928633213,-0.0059566344794449,-0.0172480767722928,-0.4435329763910534,1.0342978632666704,-1.3827970764758422,-0.5247073946984276,1604,6,-0.0963575839996337,-1.5417213439941393,0.2367731332778928,3.788370132446286,0.125,-0.026753366,0.22135758,6
353,Marvin Lewis,2006,0.0991735537190082,0.12487215,121,-0.0256985943179485,353,0.5815109343936382,0.5756513,1006,0.0058596463611064,353,0.4238921001926782,0.39862943,519,0.0252626732365014,353,0.0,0.029785248,43,-0.0297852475196123,-0.0060903805599882,-0.9380614625342012,-0.341014468399533,0.881948005629085,-0.7567066707816775,-0.5322039485949329,1689,4,-0.1095333695411682,-1.7525339126586912,-0.2123113870620727,-3.396982192993163,0.5,-0.011978865,0.60953337,16
426,Mike Shanahan,2006,0.12,0.11088191,125,0.0091180902719497,426,0.5253549695740365,0.54425454,986,-0.0188995718230582,426,0.4150110375275938,0.39181706,453,0.0231939744344084,426,0.0,0.038866576,34,-0.0388665758073329,-0.0063635207310082,0.3484366377249336,-0.9729471085207584,0.8250819394401854,-0.9761425276382713,-0.547513630979901,1598,14,0.0092403292655944,0.1478452682495104,0.3663897514343261,5.862236022949219,0.5625,0.018799186,0.5532597,20
264,John Fox,2006,0.0863309352517985,0.11581007,139,-0.0294791312097645,264,0.5944333996023857,0.56945354,1006,0.0249798621382438,264,0.3580705009276438,0.37762064,539,-0.0195501364891957,264,0.0,0.0073887706,28,-0.0073887705802917,-0.007859544035252,-1.0777546466087131,0.1469932039696087,-0.3499027603663102,-0.2155314206374876,-0.6313667000577655,1712,5,0.0721772909164428,1.1548366546630848,-0.0188648104667663,-0.3018369674682619,0.5,-0.013682485,0.4278227,16
131,Dick Jauron,2006,0.1167883211678832,0.10884937,137,0.0079389521784155,131,0.5497835497835498,0.53808665,924,0.0116968970278125,131,0.3395348837209302,0.37617898,430,-0.036644096152727,131,0.0,0.017834691,33,-0.0178346913307905,-0.0087107345693223,0.3048667534828532,-0.1920295853784629,-0.8197953521120221,-0.4679404843689663,-0.6790764773382075,1524,6,-0.0534571707248687,-0.8553147315978992,0.3209598213434219,5.13535714149475,0.4375,-0.025183797,0.49095717,9
75,Brian Billick,2006,0.0970149253731343,0.13087684,134,-0.0338619137877848,75,0.5739700374531835,0.5401196,1068,0.0338504490780919,75,0.3510054844606947,0.3894749,547,-0.0384694141160417,75,0.0263157894736842,0.022691695,38,0.0036240944540814,-0.0087141960929133,-1.239701182497656,0.3733983102466826,-0.8699711689165877,0.0505769501535263,-0.6792704979633961,1787,8,0.1358274817466735,2.173239707946776,0.2793641984462737,4.469827175140379,0.8125,0.027326047,0.6766725,9
606,Tom Coughlin,2006,0.128,0.10392422,125,0.0240757777094841,606,0.5580969807868252,0.5839105,1093,-0.025813544058298,606,0.3864468864468864,0.38583347,546,0.0006134144334129,606,0.0476190476190476,0.087882124,42,-0.0402630762684912,-0.010346857045973,0.9011324701776604,-1.1494132915739188,0.2043692391186825,-1.009886740553606,-0.7707821952005295,1806,11,-0.0169091820716857,-0.2705469131469712,0.1421295106410976,2.274072170257562,0.5,0.04345256,0.5169092,20
185,Herm Edwards,2006,0.1515151515151515,0.1407724,132,0.0107427492286219,185,0.5160377358490567,0.5726888,1060,-0.0566510821288486,185,0.4046610169491525,0.3985402,472,0.0061208181462045,185,0.0526315789473684,0.059984356,38,-0.0073527772175638,-0.0117850729928964,0.4084687943172997,-1.936483654733661,0.3557612077047948,-0.2146616982641614,-0.8513951246944427,1702,6,0.0315734148025512,0.5051746368408192,-0.1035927534103392,-1.6574840545654272,0.5625,-0.0062282085,0.5309266,8
192,Jack Del Rio,2006,0.1370967741935483,0.14610595,124,-0.0090091709167726,192,0.5338645418326693,0.5517945,1004,-0.0179299871285123,192,0.4004474272930649,0.39937648,447,0.0010709455215957,192,0.0238095238095238,0.05290547,42,-0.0290959463233039,-0.0137410397117483,-0.3213769116375126,-0.9482002763999692,0.2169462237999511,-0.7400508035063228,-0.9610283181912456,1617,4,-0.076292872428894,-1.220685958862304,-0.1277037262916564,-2.0432596206665026,0.5,0.0044932365,0.5762929,12
67,Brad Childress,2006,0.1554054054054054,0.15589796,148,-0.0004925546613899,67,0.6020892687559354,0.5914928,1053,0.0105964966535794,67,0.3003731343283582,0.38838702,536,-0.0880138900742601,67,0.125,0.10275682,32,0.0222431793808937,-0.0139166921752942,-0.0066826562182332,-0.2201152425469209,-2.2318898040914377,0.5004775291608078,-0.9708737518269608,1769,1,-0.1604737043380737,-2.5675792694091792,-0.1604737043380737,-2.5675792694091792,0.375,-0.028293312,0.5354737,5
154,Eric Mangini,2006,0.1692307692307692,0.18331936,130,-0.0140885907870072,154,0.555858310626703,0.5470912,1101,0.0087671245801026,154,0.3594646271510516,0.40011132,523,-0.0406466904835308,154,0.0,0.017046753,36,-0.0170467533171176,-0.0157537275018882,-0.5090646277554125,-0.2668065360908983,-0.9298219030591764,-0.4489012152552212,-1.0738407642407362,1790,1,0.0605103969573974,0.9681663513183584,0.0605103969573974,0.9681663513183584,0.625,-0.0034394264,0.5644896,5
293,Jon Gruden,2006,0.1145038167938931,0.111598544,131,0.0029052729711277,293,0.6229838709677419,0.5953204,992,0.0276634673918446,293,0.287593984962406,0.37457344,532,-0.0869794543972589,293,0.0,0.018937998,23,-0.0189379975199699,-0.0188371778885641,0.1188691832441127,0.2154871984219762,-2.2034543993737485,-0.4946001239423017,-1.2466701429934897,1678,9,-0.0566100478172302,-0.9057607650756831,-0.2348762154579161,-3.758019447326658,0.25,-0.0068675578,0.30661005,15
567,Sean Payton,2006,0.1824817518248175,0.16544494,137,0.0170368114962194,567,0.5960591133004927,0.5731827,1218,0.0228764112359785,567,0.3181818181818182,0.40034336,660,-0.0821615403348749,567,0.037037037037037,0.07529026,54,-0.0382532256620901,-0.0201253858161917,0.6410383007351009,0.0933065620026955,-2.0710156800750483,-0.9613218967338182,-1.318875026457266,2069,1,0.0588865280151367,0.9421844482421872,0.0588865280151367,0.9421844482421872,0.625,0.052465618,0.5661135,17
167,Gary Kubiak,2006,0.1271186440677966,0.1357782,118,-0.0086595595388089,167,0.5843621399176955,0.56756914,972,0.0167930032981276,167,0.2489539748953975,0.35607964,478,-0.1071256631089054,167,0.1,0.081896454,30,0.0181035459041595,-0.0202221683613568,-0.3084585542787584,-0.0619610240133782,-2.7572496821344705,0.4004498690807652,-1.3242997504052378,1598,1,-0.0666858851909637,-1.0669741630554193,-0.0666858851909637,-1.0669741630554193,0.375,-0.061928928,0.4416859,10
254,Joe Gibbs,2006,0.104,0.1296869,125,-0.0256869069337844,254,0.5287698412698413,0.6011296,1008,-0.072359750195155,254,0.3952991452991453,0.39182952,468,0.0034696248352018,254,0.0606060606060606,0.0589873,33,0.0016187597630601,-0.0232395681326693,-0.937629606437013,-2.3374179657482923,0.2828830612339253,0.0021212262476412,-1.493426949655187,1634,15,-0.0635645389556884,-1.0170326232910143,1.1385246691226958,18.216394705963133,0.3125,0.008958727,0.37606454,16
421,Mike Nolan,2006,0.1162790697674418,0.1321913,129,-0.015912230624709,421,0.5553168635875403,0.58414817,931,-0.0288313049763024,421,0.3469387755102041,0.3857168,441,-0.0387780204111216,421,0.0,0.02903476,30,-0.0290347598493099,-0.0281390789653607,-0.5764492513746557,-1.2264359830815557,-0.8784543884092298,-0.7385723296615805,-1.7680476852653768,1531,2,-0.0858086943626403,-1.3729391098022448,-0.0984778702259061,-1.575645923614499,0.4375,-0.06892985,0.5233087,4
529,Romeo Crennel,2006,0.123076923076923,0.1410566,130,-0.0179796741558955,529,0.6303219106957425,0.6036653,963,0.0266566184327115,529,0.3254437869822485,0.38734505,507,-0.0619012588227289,529,0.0,0.060923595,25,-0.0609235949814319,-0.0285369773818362,-0.6528425727547211,0.1897892657887372,-1.5140846718926295,-1.5091153206949064,-1.790350147605397,1625,2,-0.0357782840728759,-0.5724525451660144,-0.0810843408107755,-1.2973494529724094,0.25,-0.0058152676,0.28577828,5
130,Dennis Green,2006,0.1229508196721311,0.17250217,122,-0.0495513553013567,130,0.5937193326790972,0.60774016,1019,-0.0140208311240034,130,0.3289719626168224,0.3734108,535,-0.0444388285418537,130,0.0303030303030303,0.04417413,33,-0.0138711007029721,-0.0304705289175464,-1.8194357821324905,-0.84842639597288,-1.034063261735389,-0.3721666197879301,-1.898726955660189,1709,13,-0.0513552129268646,-0.8216834068298337,0.7227169330596919,11.56347092895507,0.3125,0.03341934,0.3638552,13
193,Jack Del Rio,2007,0.2992125984251969,0.24216925,127,0.0570433523476593,193,0.5336832895888014,0.5381426,1143,-0.0044593319283799,193,0.4233716475095785,0.37471032,522,0.0486613260831869,193,0.0178571428571428,0.028930891,56,-0.0110737484480653,0.0225428995136002,2.1193048102995946,-0.6043870492833417,1.5251491039061564,-0.3045730509247501,1.0727098285671912,1848,5,0.0370748043060302,0.5931968688964832,-0.0906289219856262,-1.4500627517700195,0.6875,-0.0005558729,0.6504252,12
255,Joe Gibbs,2007,0.1549295774647887,0.15929392,142,-0.0043643423369233,255,0.5611888111888111,0.5590251,1144,0.0021637023745716,255,0.3905429071803853,0.39000392,571,0.0005389875789448,255,0.1351351351351351,0.057433855,37,0.0777012803465933,0.0190099069907966,-0.1497476133745964,-0.4353465116724057,0.2023233335339108,1.8405343489877892,0.8746833237488192,1894,16,0.0593999624252319,0.9503993988037104,1.1979246315479275,19.166794104766844,0.5625,0.07088441,0.50310004,16
568,Sean Payton,2007,0.2293577981651376,0.1865877,109,0.0427700919569085,568,0.6476014760147601,0.5829851,1084,0.0646163728844195,568,0.335375191424196,0.3784401,653,-0.043064920451338,568,0.1063829787234042,0.09859192,47,0.0077910550097201,0.0180281498499275,1.591898981930384,1.1586408535324633,-0.9962961646917396,0.1512649256395127,0.819655204121636,1893,2,-0.0154782235622406,-0.2476515769958496,0.0434083044528961,0.6945328712463376,0.4375,0.032546133,0.45297822,17
186,Herm Edwards,2007,0.1496598639455782,0.1284835,147,0.0211763598886476,186,0.6320388349514563,0.5933221,1030,0.0387167366962988,186,0.3817204301075269,0.37848148,558,0.0032389526085186,186,0.125,0.11990584,24,0.0050941631197929,0.0170565530783145,0.7939971825332482,0.4976011812456331,0.2765421564597597,0.0860988217430181,0.765196579730701,1759,7,-0.0521403849124908,-0.8342461585998528,-0.15573313832283,-2.49173021316528,0.25,-0.012345344,0.30214038,8
76,Brian Billick,2007,0.1897810218978102,0.17979069,137,0.0099903313565428,76,0.5967894239848914,0.58918464,1059,0.0076047821468177,76,0.4246823956442831,0.41258028,551,0.0121021141482351,76,0.0714285714285714,0.043971397,28,0.0274571744459015,0.0142886005243743,0.3806664870490276,-0.2964731482240902,0.5201799109025439,0.6264654285612845,0.6100510575644374,1775,9,-0.1035975515842437,-1.6575608253478993,0.1757666468620299,2.81226634979248,0.3125,-0.05118218,0.41609755,9
92,Cam Cameron,2007,0.1954887218045112,0.16441365,133,0.0310750759409782,92,0.6217821782178218,0.61485976,1010,0.0069224184102351,92,0.4010889292196007,0.37342688,551,0.0276620448068352,92,0.0714285714285714,0.08423649,28,-0.0128079163176672,0.0132129057100953,1.1597608830787822,-0.313889203705899,0.9479038723760064,-0.3464764598031428,0.5497576708821813,1722,1,-0.2514542043209076,-4.0232672691345215,-0.2514542043209076,-4.0232672691345215,0.0625,-0.089285135,0.3139542,1
39,Bill Belichick,2007,0.2342342342342342,0.22257571,111,0.0116585250104869,39,0.6084905660377359,0.5402204,1272,0.0682701862083291,39,0.3525179856115107,0.37214443,695,-0.0196264452642674,39,0.0119047619047619,0.021244507,84,-0.0093397453782104,0.0127406301440845,0.4423072777200091,1.2518975906036296,-0.3520003977070518,-0.2626736241701778,0.5232863214398639,2162,13,0.2915188074111938,4.664300918579101,1.203280746936798,19.25249195098877,1.0,0.059619367,0.7084812,29
549,Scott Linehan,2007,0.1594202898550724,0.16567884,138,-0.0062585540007853,549,0.621414913957935,0.6215701,1046,-0.0001551963631098,549,0.4238178633975482,0.38664803,571,0.0371698343085741,549,0.074074074074074,0.05414711,27,0.0199269646847689,0.0126707621573619,-0.2197399097621251,-0.4945320558433478,1.2092616817240769,0.4445098842959906,0.519370175815419,1782,2,-0.1216160655021667,-1.9458570480346675,-0.1817656159400939,-2.9082498550415026,0.1875,-0.027586192,0.30911607,3
168,Gary Kubiak,2007,0.1782178217821782,0.17120406,101,0.0070137614660923,168,0.5899280575539568,0.580157,973,0.0097710756089189,168,0.3912213740458015,0.3882379,524,0.0029834804644111,168,0.0697674418604651,0.059662454,43,0.0101049880302229,0.0074683263924113,0.2706803825575031,-0.2411825676976599,0.2695195314930219,0.2071774374412677,0.2277703027826481,1641,2,0.2140240371227264,3.4243845939636226,0.1473381519317627,2.357410430908203,0.5,0.006819129,0.28597596,10
617,Tony Dungy,2007,0.1530612244897959,0.1815596,98,-0.0284983828967931,617,0.5883424408014571,0.5377661,1098,0.0505763418253218,617,0.3767361111111111,0.3785416,576,-0.001805477672153,617,0.0526315789473684,0.057175204,57,-0.0045436252104608,0.0039322140114787,-1.0415153878644683,0.8002953747469456,0.1378767761077541,-0.1467830071532407,0.0295689279081293,1829,12,0.1244889497756958,1.9918231964111328,0.374955654144287,5.999290466308592,0.8125,0.063649714,0.68801105,13
306,Ken Whisenhunt,2007,0.125,0.1141318,128,0.0108681991696357,306,0.6215177713736791,0.6042848,1041,0.0172329484328527,306,0.393526405451448,0.39401615,587,-0.000489741208403,306,0.0204081632653061,0.03691092,49,-0.0165027580699142,0.0027771620810428,0.4131042474827253,-0.0507322490000726,0.1740448044157199,-0.4357564351730588,-0.0351724762107865,1805,1,0.0855759680271148,1.3692154884338368,0.0855759680271148,1.3692154884338368,0.5,-0.020603567,0.41442403,8
387,Mike Holmgren,2007,0.1013513513513513,0.12336252,148,-0.0220111674956373,387,0.6203071672354948,0.5523852,1172,0.067921956244589,387,0.3843797856049004,0.39538354,653,-0.0110037512107428,387,0.02,0.046326138,50,-0.0263261380791664,0.0021452248647606,-0.801808753305123,1.243009673436022,-0.1149728080558897,-0.6731227918626287,-0.0705929639127272,2023,16,-0.0950357913970947,-1.5205726623535152,1.3352837264537811,21.364539623260494,0.625,0.039637506,0.7200358,17
7,Andy Reid,2007,0.1271186440677966,0.15129928,118,-0.024180638840643,7,0.6376537369914853,0.57535684,1057,0.062296895904144,7,0.3625218914185639,0.39171097,571,-0.0291890754069212,7,0.0526315789473684,0.058572482,38,-0.0059409033703176,0.0007465695715655,-0.8819720657167323,1.099440550803058,-0.6148657109570685,-0.1805460119209206,-0.1489884933030226,1784,9,0.017599731683731,0.281595706939696,0.4091965854167937,6.547145366668699,0.5,0.0147948265,0.48240027,26
527,Rod Marinelli,2007,0.1196581196581196,0.14903918,117,-0.0293810594285655,527,0.6851664984863775,0.614727,991,0.0704394782227055,527,0.3979238754325259,0.38478878,578,0.0131350940280307,527,0.027027027027027,0.07900395,37,-0.0519769254165726,0.0005541468513995,-1.0741308334373068,1.3072647035569596,0.5485752974889446,-1.2929332777406537,-0.1597739106160135,1723,2,0.0259085297584533,0.4145364761352528,-0.1759271621704102,-2.8148345947265634,0.4375,-0.030992031,0.41159147,3
630,Wade Phillips,2007,0.1403508771929824,0.12297418,114,0.0173766975078666,630,0.5977549111318989,0.5795053,1069,0.0182495867681904,630,0.3798586572438162,0.3992469,566,-0.0193882440299111,630,0.0178571428571428,0.03527369,56,-0.0174165469195161,-0.0002946266683425,0.6535972997736127,-0.0247844608865811,-0.3454525294792193,-0.4578366896078129,-0.2073482126877128,1805,6,0.1720398068428039,2.7526369094848624,0.1148571968078614,1.8377151489257824,0.8125,0.04834819,0.6404602,9
443,Mike Tomlin,2007,0.1196581196581196,0.1434241,117,-0.0237659740651774,443,0.5343866171003717,0.5592845,1076,-0.0248978911279302,443,0.4481327800829875,0.3926842,482,0.0554485886176097,443,0.08,0.089905165,50,-0.0099051651358604,-0.0007801104278396,-0.8666499449529527,-1.1260429666542038,1.7117228671497084,-0.2763360934778168,-0.2345598898760333,1725,1,0.0453550219535827,0.7256803512573232,0.0453550219535827,0.7256803512573232,0.625,0.05762428,0.579645,18
481,Norv Turner,2007,0.1007194244604316,0.096930124,139,0.0037893005948272,481,0.5221843003412969,0.5661538,1172,-0.0439695239880792,481,0.4153297682709447,0.37741017,561,0.037919594854807,481,0.0185185185185185,0.01972448,54,-0.0012059622892627,-0.0008666477069269,0.1515345525020446,-1.612810651121914,1.22987170615333,-0.0661336902463825,-0.2394103600662603,1926,10,0.1174467802047729,1.8791484832763663,-0.346628251361847,-5.546052021789553,0.6875,0.043255925,0.5700532,15
422,Mike Nolan,2007,0.125,0.13687134,152,-0.011871337890625,422,0.6437768240343348,0.62949926,932,0.0142775674234644,422,0.3668639053254438,0.38329095,507,-0.0164270411581682,422,0.0434782608695652,0.03777731,23,0.0057009524949218,-0.0020799647826017,-0.4271357573707391,-0.1261628102534706,-0.2640525894140353,0.1007609220706694,-0.3074175630766048,1614,3,-0.0320187509059906,-0.5123000144958496,-0.1304966211318968,-2.087945938110349,0.3125,-0.04820937,0.34451875,4
341,Lovie Smith,2007,0.1184210526315789,0.12029938,152,-0.0018783239157576,341,0.6047846889952153,0.5940802,1045,0.0107044792631596,341,0.3637992831541218,0.37388194,558,-0.0100826529191813,341,0.0294117647058823,0.036916796,34,-0.0075050314121386,-0.0021903822459795,-0.0578876900731456,-0.2173591888197133,-0.0896529130758068,-0.2183406787599676,-0.3136065329661467,1789,4,0.0001742243766784,0.0027875900268544,0.0574930012226102,0.9198880195617648,0.4375,0.023396492,0.43732578,12
219,Jeff Fisher,2007,0.09375,0.10144777,128,-0.0076977685093879,219,0.5353260869565217,0.54354656,1104,-0.0082204704699309,219,0.4224489795918367,0.39394662,490,0.0285023617501161,219,0.0,0.023912137,28,-0.0239121373742818,-0.0028320036508711,-0.272919778925193,-0.7003830613845674,0.9710031843048,-0.6147923035963895,-0.3495698256726139,1750,13,0.0053678750991821,0.0858860015869136,0.1211679577827452,1.938687324523924,0.625,-0.023483932,0.6196321,21
354,Marvin Lewis,2007,0.1214953271028037,0.16738448,107,-0.0458891483667854,354,0.603128054740958,0.59303313,1023,0.0100949198036716,354,0.4335664335664335,0.4005302,572,0.0330362442906919,354,0.073170731707317,0.08232791,41,-0.0091571780603106,-0.0029787905831831,-1.684114963405004,-0.2329170515793504,1.095634215358824,-0.2582621752534462,-0.3577973277041463,1743,5,-0.1084844470024108,-1.7357511520385729,-0.3207958340644835,-5.1327333450317365,0.4375,-0.0256477,0.54598445,16
155,Eric Mangini,2007,0.2030075187969924,0.18922362,133,0.0137839014817001,155,0.5786407766990291,0.5996353,1030,-0.0209945263214481,155,0.3557312252964427,0.3848347,506,-0.0291034814868519,155,0.0769230769230769,0.053746384,26,0.023176693285887,-0.0032843532601782,0.5208412571829616,-1.0264168957028144,-0.6125128360392201,0.5230344081921214,-0.3749243124168872,1695,2,-0.1220093369483947,-1.9521493911743155,-0.0614989399909973,-0.9839830398559568,0.25,-0.062335223,0.37200934,5
607,Tom Coughlin,2007,0.1388888888888889,0.15289064,144,-0.0140017486280865,607,0.5653495440729484,0.5652172,1316,0.0001323471315726,607,0.4112291350531107,0.38547394,659,0.0257551982569224,607,0.0185185185185185,0.04817525,54,-0.0296567307302245,-0.004442733492454,-0.5058557560954626,-0.4871930470591115,0.8954869318287861,-0.7536012669347649,-0.4398522699960986,2173,12,0.12520432472229,2.00326919555664,0.2673338353633876,4.277341365814202,0.625,0.045475483,0.49979568,20
530,Romeo Crennel,2007,0.1304347826086956,0.13885663,115,-0.0084218518889468,530,0.5834970530451866,0.5814621,1018,0.0020349677981468,530,0.3929236499068901,0.3795725,537,0.0133511391875907,530,0.0652173913043478,0.0969424,46,-0.0317250111180803,-0.0061901890053223,-0.2996751091125484,-0.4386322204597313,0.5545141216091621,-0.8035779735077998,-0.5377982761949233,1716,3,0.1445761322975158,2.313218116760253,0.0634917914867402,1.0158686637878436,0.625,0.039400995,0.48042387,5
