head_coach,season,actual_decision,predicted_go_rate,fourth_down_phat_var_sum,fourth_down_plays,fourth_down_aggression,actual_pass,predicted_pass_rate,pass_heavy_phat_var_sum,run_pass_plays,pass_heavy_aggression,actual_beyond,predicted_beyond_rate,deep_pass_phat_var_sum,pass_plays,deep_pass_aggression,actual_two_point,predicted_two_point_rate,two_point_phat_var_sum,conversion_attempts,two_point_aggression,fourth_down_aggression_reliability,pass_heavy_aggression_reliability,deep_pass_aggression_reliability,two_point_aggression_reliability,composite_aggression,fourth_down_aggression_zscore,pass_heavy_aggression_zscore,deep_pass_aggression_zscore,two_point_aggression_zscore,composite_aggression_zscore,total_plays
Mike Shanahan,2006,0.12,0.10909785411589473,3.292854807636198,125,0.010902145884105263,0.5253549695740365,0.5844940339105532,174.21659726629892,986,-0.05913906433651672,0.41501103752759383,0.3861626822059009,88.27783763976153,453,0.028848355321692942,0.0,0.028475214187625063,0.7166364911549978,34,-0.028475214187625063,0.7111600313286357,0.9171455607444465,0.7006456725324214,0.5923143838864146,-0.014767490785493087,0.2443008461354568,-1.2364788132416475,0.7193194141490051,-0.8789936592858548,-0.8534230364769484,1598
Tom Coughlin,2006,0.128,0.10188062435322354,4.385845333114514,125,0.026119375646776466,0.5580969807868252,0.6080666611717515,187.18595057349796,1093,-0.04996968038492622,0.38644688644688646,0.3821645084936793,105.38581534270592,546,0.004282377953207184,0.047619047619047616,0.07522366079709693,0.9235339498969535,42,-0.02760461317804931,0.6489432128276698,0.9267922380377063,0.7401386137072238,0.6323985718557414,-0.014804969017503226,0.7365915522047404,-1.0396667815056817,0.0807424059600271,-0.8600781557591111,-0.8552517005542859,1806
Dick Jauron,2006,0.11678832116788321,0.10833305684670855,4.388618832320529,137,0.00845526432117466,0.5497835497835498,0.5949887978679045,162.85573830367653,924,-0.045205248084354666,0.3395348837209302,0.37078690425713895,82.5335015761223,430,-0.031252020536208736,0.0,0.007424232251196372,0.2339571989344544,33,-0.007424232251196372,0.689353676870565,0.912274385064324,0.6928432007902423,0.8074096600974505,-0.0203289780284772,0.16514208523944143,-0.9374028119637259,-0.8429517558800664,-0.42162005337425795,-1.124783007114419,1524
Sean Payton,2006,0.18248175182481752,0.17149740258066004,5.948760494722572,137,0.010984349244157476,0.5960591133004927,0.5920600857209469,213.7726849268188,1218,0.003999027579545733,0.3181818181818182,0.4000874789058495,130.94441658518093,660,-0.08190566072403133,0.037037037037037035,0.05206580031726507,0.9598867917607384,54,-0.015028763280228036,0.6207966813893715,0.9322758029521093,0.7700840680444038,0.7323427968477157,-0.020793068324568162,0.24696019680522469,0.1187197710402299,-2.159661020886385,-0.5868433093971027,-1.1474272250399833,2069
Jeff Fisher,2006,0.13432835820895522,0.11496620610457842,4.17525769288065,134,0.019362152104376806,0.5521155830753354,0.6564513866600299,164.98459625188065,969,-0.10433580358469452,0.4399092970521542,0.38371837764018496,87.22972814912288,441,0.05619091941196924,0.08571428571428572,0.11808531947316234,1.3510489149592166,35,-0.03237103375887662,0.6905422631694024,0.9186275956080974,0.6918161627546016,0.44953453867588095,-0.021142716170963333,0.5179894544092489,-2.2065834708976935,1.430072033964688,-0.9636379314944029,-1.1644874870141415,1579
Jack Del Rio,2006,0.13709677419354838,0.1380495649152012,4.114397007621375,124,-0.0009527907216528297,0.5338645418326693,0.5980939116084065,174.30558728108875,1004,-0.06422936977573723,0.4004474272930649,0.39724484432861396,89.81694407875095,447,0.0032025829644509174,0.023809523809523808,0.036203245565654164,0.4953508248078071,42,-0.012393721756130356,0.6597595709423751,0.919816179634668,0.6913466941024956,0.7623237506267362,-0.022069345949253766,-0.13921673249580616,-1.3457373371445378,0.05267381975909752,-0.5295918972186641,-1.2097002544705275,1617
Herm Edwards,2006,0.15151515151515152,0.13502456434398344,3.4603335539440945,132,0.01649058717116808,0.5160377358490567,0.621559512279137,186.32223544185644,1060,-0.10552177643008032,0.4046610169491525,0.38793717275096906,93.02078177986083,472,0.016723844198183457,0.05263157894736842,0.05449790278108642,0.6148469032543044,38,-0.0018663238337180005,0.7232000800181986,0.92285164613918,0.7068666199989858,0.679001724516329,-0.024704035480564934,0.4250918146587553,-2.2320392405018854,0.4041504337795539,-0.300863661966715,-1.3382538665924228,1702
Jon Gruden,2006,0.11450381679389313,0.10864669058547816,3.806293362165876,131,0.00585712620841497,0.6229838709677419,0.646451988233058,166.05899148481393,992,-0.02346811726531617,0.287593984962406,0.36633849645515565,103.07735885706433,532,-0.07874451149274964,0.0,0.005001178699034347,0.11241487792629756,23,-0.005001178699034347,0.700544261804074,0.9215987901302438,0.7343656716047727,0.8091012735430705,-0.025081655200019884,0.0810900425257574,-0.47083614803169893,-2.077488950617349,-0.368974493000115,-1.3566789517371733,1678
Eric Mangini,2006,0.16923076923076924,0.17734286723066187,4.973625047636744,130,-0.008112097999892626,0.555858310626703,0.593176865194003,195.52255395605522,1101,-0.037318554567300044,0.35946462715105165,0.39837955091414456,104.47447554244243,523,-0.03891492376309291,0.0,0.01328132480264483,0.3580361241527094,36,-0.01328132480264483,0.6380872960050498,0.9248009574305964,0.7249798236066,0.7652700163417409,-0.025568707833687167,-0.3708265911848921,-0.768122500116696,-1.042144067395535,-0.5488768031308163,-1.3804435640785189,1790
Brad Childress,2006,0.1554054054054054,0.15581738666964082,4.33753782948049,148,-0.00041198126423541703,0.6020892687559354,0.6340636006217708,175.92898226459025,1053,-0.031974331865835426,0.3003731343283582,0.3912019393720659,104.97041686103722,536,-0.09082880504370766,0.125,0.08477359042149146,0.7825931919158147,32,0.04022640957850854,0.7237759972995381,0.9259365888110576,0.7337375598715412,0.5409698595129554,-0.02557348685470897,-0.12172107304969221,-0.6534138857236561,-2.391612500684097,0.6136830001113077,-1.3806767454106865,1769
Mike Nolan,2006,0.11627906976744186,0.14439410602807576,5.561774663221785,129,-0.0281150362606339,0.5553168635875403,0.6109408108521529,159.9089799111225,931,-0.055623947264612617,0.3469387755102041,0.37422103732099865,84.79406348474176,441,-0.027282261810794572,0.0,0.009330021687954588,0.26270985993988943,30,-0.009330021687954588,0.6082255982569947,0.9149072826773306,0.6978210785054829,0.7552355615599335,-0.031609391827789296,-1.0179391572313443,-1.1610301968063825,-0.7397603944258682,-0.46302704281687085,-1.675184837348122,1531
Dennis Green,2006,0.12295081967213115,0.17611740167270923,4.01080972667173,122,-0.05316658200057808,0.5937193326790972,0.6294647228846489,173.8464844417953,1019,-0.035745390205551786,0.32897196261682243,0.3613175307587345,103.38918496194603,535,-0.032345568141912084,0.030303030303030304,0.038722029701382395,0.3078343209766624,33,-0.00841899939835209,0.6581815526784497,0.9221661458421817,0.7359672268627185,0.7611222910279659,-0.03189979567500077,-1.8283785954723837,-0.734356035987273,-0.8713778326401179,-0.4432333082101125,-1.6893544247281391,1709
Joe Gibbs,2006,0.104,0.13672087776531408,3.8106406543183757,125,-0.032720877765314085,0.5287698412698413,0.6426902269151815,173.41477092346298,1008,-0.11392038564534024,0.3952991452991453,0.3900362565190875,96.5955388735951,468,0.005262888780057762,0.06060606060606061,0.034646238427795295,0.16183469904532147,33,0.025959822178265313,0.6802633416606685,0.9207753173417214,0.6953990416337203,0.8583713813179185,-0.032081471185727656,-1.1669421624921523,-2.412307331808608,0.10623016331302257,0.3037135866650675,-1.6982188631602486,1634
Romeo Crennel,2006,0.12307692307692308,0.14442089461049712,4.642850379464542,130,-0.021343971533574035,0.6303219106957425,0.648000670053444,162.94131609244556,963,-0.017678759357701468,0.3254437869822485,0.3971811153650086,101.3520502148601,507,-0.07173732838276009,0.0,0.031682552190504795,0.6054512655308624,25,-0.031682552190504795,0.6538243754289101,0.9186305557931448,0.718594620463003,0.48179966304021743,-0.03498573168288925,-0.7988892849936268,-0.34657313338863893,-1.8953416678493655,-0.9486793277351658,-1.8399255701616057,1625
Gary Kubiak,2006,0.1271186440677966,0.1223305453192968,3.6803836823515286,118,0.004788098748499808,0.5843621399176955,0.6121130395410468,169.2999631522008,972,-0.02775089962335131,0.2489539748953975,0.35301611158914564,92.45460655330136,478,-0.10406213669374814,0.1,0.11527288952462793,1.245079725235039,30,-0.015272889524627922,0.6625110276259413,0.9171475490036908,0.713323964307572,0.39432426259552766,-0.038154180235533686,0.046506068224464674,-0.5627619635300933,-2.7356045677083065,-0.5921474278005112,-1.9945227253194397,1598
Bill Belichick,2007,0.23423423423423423,0.22286046323003025,5.23892315849803,111,0.011373771004203975,0.6084905660377359,0.5152081325298773,235.49223204326418,1272,0.09328243350785859,0.35251798561151076,0.3677983187724461,133.02149970045622,695,-0.015280333160935355,0.011904761904761904,0.014461100194175796,0.22778325818510978,84,-0.002556338289413892,0.5496103700704091,0.9316414293156152,0.7852271609018093,0.965397965636273,0.024348237129061825,0.25955833169586734,2.035102443401793,-0.42777786774827825,-0.3158555706902991,1.0551388849312429,2162
Cam Cameron,2007,0.19548872180451127,0.15823229446564974,4.170607453257073,133,0.03725642733886153,0.6217821782178218,0.646382811072739,172.51808452090057,1010,-0.024600632854917204,0.4010889292196007,0.36376710603103335,109.28215615456317,551,0.03732182318856736,0.07142857142857142,0.033576616080560076,0.8388662873129157,28,0.03785195534801135,0.6875711788592003,0.9214401194498154,0.7366474350523811,0.45704281213233455,0.017034073822860877,1.0968849253439161,-0.4951445089138248,0.9395818396267519,0.5620933547088193,0.6982611194536421,1722
Sean Payton,2007,0.22935779816513763,0.1897114322067981,3.833337210582963,109,0.039646365958339536,0.6476014760147601,0.5924777539820252,188.67840731526778,1084,0.05512372203273497,0.33537519142419603,0.3694781801301168,124.18388151828673,653,-0.03410298870592077,0.10638297872340426,0.12296892497351052,1.0617669472546363,47,-0.01658594625010626,0.616593013904973,0.9251139882063271,0.775645830934243,0.6520345524424456,0.01285616950671842,1.1742015321635892,1.2160623013928076,-0.9170608660916637,-0.6206761439958939,0.4944098935095791,1893
Brian Billick,2007,0.1897810218978102,0.17634029681461186,3.887813759621069,137,0.013440725083198352,0.5967894239848914,0.6356236238540014,181.8310592744776,1059,-0.038834199869109964,0.4246823956442831,0.3924796087790582,107.7282506213355,551,0.03220278686522493,0.07142857142857142,0.016321069853607435,0.4267301564762784,28,0.05510750157496399,0.714688862376333,0.9244392367912626,0.7394163010067154,0.6233157843246571,0.010615657487227943,0.3264261058459969,-0.8006543727937628,0.8065157355944249,0.937003723433144,0.38508926590428944,1775
Rod Marinelli,2007,0.11965811965811966,0.15221348867485993,4.5966220513273734,117,-0.03255536901674026,0.6851664984863775,0.6214586725784137,173.15792818372324,991,0.06370782590796376,0.39792387543252594,0.3783921514141216,116.1141108894589,578,0.01953172401840436,0.02702702702702703,0.06043844840732581,0.6194417377866082,37,-0.03341142138029878,0.6071095182775567,0.9183691747489129,0.7433881216189123,0.6656122557639752,0.01057197152730564,-1.1615878095667649,1.400311857659159,0.4771394896618191,-0.9862423800371187,0.38295771003014073,1723
Herm Edwards,2007,0.14965986394557823,0.12429034081654264,3.903968770446613,147,0.025369523129035593,0.6320388349514563,0.6327973882423588,177.57212735509023,1030,-0.0007585532909024639,0.3817204301075269,0.37369790575524686,109.8081709684546,558,0.008022524352280014,0.125,0.11399217492661744,0.3190458027640178,24,0.011007825073382563,0.7417384068864034,0.9221855126642468,0.740594775790013,0.6192018539423428,0.010211105036913581,0.71233316673224,0.016602860874344906,0.1779651405528143,-0.02114768831449581,0.36535006014109905,1759
Joe Gibbs,2007,0.15492957746478872,0.16999549400942426,4.630543864822655,142,-0.015065916544635544,0.5611888111888111,0.5995775924749686,201.4173660500192,1144,-0.038388781286157414,0.3905429071803853,0.38544800994973333,114.99452894238952,571,0.005094897230651985,0.13513513513513514,0.039224142116049854,0.4077418563275645,37,0.09591099301908529,0.6932020049647678,0.9279996676448458,0.7405776551457706,0.7514929200766917,0.009565851314857732,-0.5957887094323759,-0.7910938901324778,0.10186332948380193,1.8235390913289966,0.3338663897808587,1894
Scott Linehan,2007,0.15942028985507245,0.16998404583184468,5.148416514664633,138,-0.010563755976772227,0.621414913957935,0.6446476036506432,177.74756100123597,1046,-0.023232689692708197,0.4238178633975482,0.3744994727433577,113.20154295456598,571,0.04931839065419047,0.07407407407407407,0.04483033930901675,0.29528618948893337,27,0.029243734765057317,0.6574543284912673,0.9243001334521752,0.7435853788540524,0.6897856973321173,0.009427527491520133,-0.45013987325408444,-0.4657829209952627,1.2514250057188259,0.3750629871754719,0.3271171971639548,1782
Jack Del Rio,2007,0.2992125984251969,0.2470615813172618,5.374308693240009,127,0.05215101710793507,0.5336832895888014,0.5799824209490259,200.6638583425278,1143,-0.046299131360224455,0.42337164750957856,0.36508239828167094,100.29891203303983,522,0.058289249227907625,0.017857142857142856,0.020744745257080206,0.19486811095377998,56,-0.00288760239993735,0.608948956058848,0.9281331208679566,0.732287499334553,0.9354609721234733,0.008976699053241362,1.5787379451370809,-0.9608819672856691,1.4846167873020657,-0.32305292904615907,0.3051200610690742,1848
Tony Dungy,2007,0.15306122448979592,0.18908857092262168,3.8864519914685487,98,-0.03602734643282576,0.5883424408014571,0.5439105912371248,202.79813191927337,1098,0.044431849564332326,0.3767361111111111,0.37401871585942736,113.42428329476093,576,0.0027173952516837407,0.05263157894736842,0.04706482581168689,0.7187448628243959,57,0.005566753135681529,0.5618295267128256,0.9218280399827289,0.7465240782745545,0.8028154844215378,0.008972964114848766,-1.2739093188216337,0.9865715139333998,0.04006167274855849,-0.13936557951244505,0.3049378233459137,1829
Gary Kubiak,2007,0.1782178217821782,0.16954805138667856,4.625977579923196,101,0.008669770395499654,0.5899280575539568,0.6105025160200089,169.67942880860693,973,-0.020574458466052103,0.39122137404580154,0.39027688365664315,104.58139679749948,524,0.0009444903891583922,0.06976744186046512,0.027308251052133085,0.4288287519247786,43,0.042459190808332034,0.5336255301094026,0.9171336940582585,0.7255372581268255,0.79522796206021,0.006800173059288936,0.17208154455184815,-0.40872653734896264,-0.006023865226717801,0.6621945234872739,0.19892148432043585,1641
Wade Phillips,2007,0.14035087719298245,0.10501966505561493,3.3287117712095338,114,0.03533121213736752,0.5977549111318989,0.5856906658655313,188.31985030894234,1069,0.012064245266367624,0.37985865724381623,0.3953769487202713,112.58244954898733,566,-0.01551829147645506,0.017857142857142856,0.019842046797553588,0.12764678469200197,56,-0.0019849039404107316,0.6695086614327922,0.9232951114905651,0.741270317478932,0.9567616026222453,0.006500197668309069,1.0346025279785476,0.2918319329604348,-0.433963443307474,-0.3034400458689586,0.18428487549049571,1805
Andy Reid,2007,0.1271186440677966,0.1373035857282626,2.96641295178009,118,-0.01018494166046599,0.6376537369914853,0.5887790673510185,189.58680989565835,1057,0.04887466964046683,0.36252189141856395,0.39137737917458976,113.26044841859502,571,-0.02885548775602581,0.05263157894736842,0.06026740979984281,0.4462952620161397,38,-0.007635830852474393,0.7089248228185032,0.921195374424568,0.7434861771986554,0.7445171227587499,0.003420037258867962,-0.43788489845564815,1.081932385551138,-0.780655405531749,-0.42621744534222605,0.033995537091122324,1784
Ken Whisenhunt,2007,0.125,0.11632468013280572,4.247600417485871,128,0.008675319867194276,0.6215177713736791,0.6214059292053398,181.8563283431218,1041,0.0001118421683393711,0.393526405451448,0.3838413013929205,115.97674562791698,587,0.009685104058527516,0.02040816326530612,0.025305254851343995,0.3490526973592276,49,-0.004897091586037874,0.6668247053991407,0.9219991563265701,0.7494609013160866,0.8610222605872063,0.0027912725733766665,0.17226107481993663,0.03528506456998474,0.2211828460308472,-0.3667129976293104,0.003316411321655251,1805
Marvin Lewis,2007,0.12149532710280374,0.15904805788730333,4.317076485552278,107,-0.0375527307844996,0.603128054740958,0.6060014343551949,177.6852659622332,1023,-0.0028733796142369483,0.43356643356643354,0.3946487324213074,112.70687042492973,572,0.03891770114512616,0.07317073170731707,0.08102882741979733,1.00268995828515,41,-0.007858095712480265,0.5791369178630479,0.9211549126130972,0.7450847480476529,0.6015892520471621,-4.4033152720796746e-05,-1.3232568381286387,-0.028789857727210155,0.9810656754069391,-0.4310465825670508,-0.13502580632033478,1743
Mike Holmgren,2007,0.10135135135135136,0.13366262310347105,5.7801856179257625,148,-0.03231127175211969,0.6203071672354948,0.5757194374562415,206.55183877185164,1172,0.04458772977925329,0.38437978560490044,0.38823646417178465,130.8309562920691,653,-0.0038566785668842085,0.02,0.047938978122597294,0.6555193266702003,50,-0.027938978122597293,0.6628768379901713,0.9295338009957194,0.7664417876265481,0.7745191444303173,-0.0014577858560074696,-1.1536910493401158,0.989917333234675,-0.13082720855685395,-0.8673428857769395,-0.20400661582169213,2023
Norv Turner,2007,0.10071942446043165,0.08357458344493117,3.198222477920297,139,0.017144841015500484,0.5221843003412969,0.5830276877461986,202.31706533457603,1172,-0.060843387404901694,0.41532976827094475,0.37409406366215386,109.9857004421897,561,0.04123570460879089,0.018518518518518517,0.0131540778305087,0.6271320051331307,54,0.005364440688009817,0.7581392289225768,0.9308786546663492,0.7423408030221904,0.8072438599069588,-0.002685811568626048,0.4462574993463212,-1.273060473208579,1.0413207059557177,-0.14376121169681763,-0.26392530425141364,1926
Mike Nolan,2007,0.125,0.14013806479064633,4.876505138780807,152,-0.015138064790646333,0.6437768240343348,0.6664071103054311,153.61695521971387,932,-0.02263028627109631,0.3668639053254438,0.3812283053892753,101.03534902239981,507,-0.01436440006383155,0.043478260869565216,0.010311077618177438,0.21461386958321949,23,0.033167183251387775,0.7108435280859241,0.9181423685859789,0.7192270549897634,0.6894473473273769,-0.006255755020677525,-0.5981227683592799,-0.4528529093436547,-0.40396876754125216,0.4603075514062744,-0.4381124790126605,1614
Lovie Smith,2007,0.11842105263157894,0.11663494362679366,4.0712067894314945,152,0.0017861090047852773,0.6047846889952153,0.6340732172238485,176.59979276149642,1045,-0.02928852822863315,0.36379928315412186,0.36356916191797733,108.79619118410969,558,0.0002301212361445204,0.029411764705882353,0.02861249701527413,0.31575633377500695,34,0.0007992676906082227,0.7464890072046587,0.9246189446707722,0.7423695210726834,0.7673020240420252,-0.007848171380310706,-0.050610928337631984,-0.5957656867309705,-0.024593438487796295,-0.24294849149864758,-0.5158107704432144,1789
