coach_name,coach_id,transition_type,gene_type,coord_team,coord_years,coord_years_with_data,coord_era_gene,coord_era_gene_eradj,hc_team,hc_years,hc_years_with_data,hc_era_gene,hc_era_gene_eradj,gene_change,gene_change_eradj,years_gap
Bill O'Brien,bill_o'brien,OC->HC,shotgun,nwe,2011-2011,1,-0.1882541462760874,0.532864628851119,htx,2014-2020,7,0.5858332322631308,0.1995054668776592,0.7740873785392182,-0.33335916197345977,3
Brian Callahan,brian_callahan,OC->HC,aggression,cin,2019-2023,5,0.01613392734264038,0.0046469614665370085,oti,2024-2025,1,-0.0086530536322771,-0.022676260130418388,-0.02478698097491748,-0.027323221596955397,1
Brian Callahan,brian_callahan,OC->HC,tempo,cin,2019-2023,5,-0.5360770913868321,-0.5588976566517105,oti,2024-2025,1,-0.905174133561228,-0.8739443656095122,-0.3690970421743959,-0.3150467089578016,1
Brian Callahan,brian_callahan,OC->HC,shotgun,cin,2019-2023,5,1.0595401562100253,0.4908754678387043,oti,2024-2025,1,1.0808281296687396,0.19523208431399663,0.02128797345871436,-0.29564338352470765,1
Brian Daboll,brian_daboll,OC->HC,aggression,buf,2018-2021,4,0.034987438536651955,0.022189312853085223,nyg,2022-2025,3,0.0090239090069975,-0.0021872208957672058,-0.025963529529654455,-0.02437653374885243,1
Brian Daboll,brian_daboll,OC->HC,tempo,buf,2018-2021,4,0.28271916655577545,0.32031451148782875,nyg,2022-2025,3,-0.15145284004144174,-0.1564333339334357,-0.4341720065972172,-0.47674784542126447,1
Brian Daboll,brian_daboll,OC->HC,shotgun,buf,2018-2021,4,0.6320193387573572,0.2560358083501885,nyg,2022-2025,3,0.8283774664701582,-0.04128387751660042,0.19635812771280103,-0.2973196858667889,1
Bruce Arians,bruce_arians,OC->HC,aggression,clt,2012-2012,1,0.0075582884284958,0.009240208227598874,crd,2013-2017,5,0.029063931886820982,0.026525002070451064,0.02150564345832518,0.01728479384285219,1
Bruce Arians,bruce_arians,OC->HC,tempo,clt,2012-2012,1,-0.0023519904264751,-0.02770561498412379,crd,2013-2017,5,-0.3165568366345434,-0.6478227966712298,-0.3142048462080683,-0.620117181687106,1
Bruce Arians,bruce_arians,OC->HC,shotgun,clt,2012-2012,1,-0.6501367701468048,-0.31654534037815923,crd,2013-2017,5,-0.3446466453480914,-0.6905212343821967,0.3054901247987134,-0.37397589400403747,1
Cam Cameron,cam_cameron,OC->HC,aggression,sdg,2002-2006,1,-0.0051357239296298,0.00749782074485285,mia,2007-2007,1,0.0109689376545643,0.016783225039109784,0.016104661584194102,0.009285404294256934,1
Cam Cameron,cam_cameron,OC->HC,tempo,sdg,2002-2006,1,-0.2849284751176762,0.021071803218366048,mia,2007-2007,1,-0.4580179835303577,-0.13674236367215192,-0.1730895084126815,-0.15781416689051797,1
Cam Cameron,cam_cameron,OC->HC,shotgun,sdg,2002-2006,1,-1.6226093268285404,-0.19024086184795608,mia,2007-2007,1,-1.3723846727007816,-0.2999274808752681,0.25022465412775885,-0.10968661902731203,1
Chan Gailey,chan_gailey,OC->HC,aggression,kan,2008-2008,1,-0.0029176987900752,0.00776875718297069,buf,2010-2012,3,-0.014799758576361066,-0.01060491467369086,-0.011882059786285867,-0.01837367185666155,2
Chan Gailey,chan_gailey,OC->HC,tempo,kan,2008-2008,1,0.3902787101072014,0.7721518623101795,buf,2010-2012,3,-0.8549526364123192,-0.730353066702493,-1.2452313465195206,-1.5025049290126726,2
Chan Gailey,chan_gailey,OC->HC,shotgun,kan,2008-2008,1,0.8186779229548615,1.7692797097806574,buf,2010-2012,3,0.1219274226231593,0.7224353301699983,-0.6967505003317023,-1.046844379610659,2
Dave Canales,dave_canales,OC->HC,aggression,tam,2023-2023,1,0.0216996823058327,0.006737574329722475,car,2024-2025,1,0.015336622432927,0.0013134159347857124,-0.006363059872905702,-0.005424158394936762,1
Dave Canales,dave_canales,OC->HC,tempo,tam,2023-2023,1,0.0203004879973487,0.020022771493616677,car,2024-2025,1,-0.839720480545336,-0.8084907125936202,-0.8600209685426847,-0.8285134840872368,1
Dave Canales,dave_canales,OC->HC,shotgun,tam,2023-2023,1,1.063478744740267,0.09544672748210892,car,2024-2025,1,0.3040971966682524,-0.5814988486864906,-0.7593815480720145,-0.6769455761685995,1
Dirk Koetter,dirk_koetter,OC->HC,aggression,tam,2015-2015,1,0.0059409262096531,0.00022965485394328168,tam,2016-2018,3,0.0345493475805164,0.02769518876632236,0.0286084213708633,0.027465533912379075,1
Dirk Koetter,dirk_koetter,OC->HC,tempo,tam,2015-2015,1,0.5848126316124231,0.08512224740841362,tam,2016-2018,3,0.2574346673218304,0.19817747553077078,-0.32737796429059274,0.11305522812235716,1
Dirk Koetter,dirk_koetter,OC->HC,shotgun,tam,2015-2015,1,-0.7820724213736321,-1.2203753355043563,tam,2016-2018,3,-0.5015362887191294,-0.8756466513851807,0.2805361326545027,0.34472868411917557,1
Doug Marrone,doug_marrone,OC->HC,aggression,nor,2006-2008,3,0.0021266953536538003,0.011838124697678474,buf,2013-2014,2,-0.01950753721923755,-0.019401916142967796,-0.02163423257289135,-0.03124004084064627,5
Doug Marrone,doug_marrone,OC->HC,tempo,nor,2006-2008,3,-0.32799503497331384,0.00838798182576154,buf,2013-2014,2,1.750093089275949,1.3698156471852811,2.0780881242492626,1.3614276653595196,5
Doug Marrone,doug_marrone,OC->HC,shotgun,nor,2006-2008,3,-1.2828409568857015,-0.1310318090084037,buf,2013-2014,2,0.5763612608745929,0.29999245616496756,1.8592022177602945,0.4310242651733712,5
Doug Pederson,doug_pederson,OC->HC,aggression,kan,2013-2015,3,-0.017084865295736898,-0.018918208363460334,phi,2016-2020,5,0.0494141646289845,0.040500608108001136,0.0664990299247214,0.059418816471461466,1
Doug Pederson,doug_pederson,OC->HC,tempo,kan,2013-2015,3,-0.3736493299854393,-0.7937310861138878,phi,2016-2020,5,-0.27860414181895565,-0.32278539495292724,0.09504518816648366,0.4709456911609605,1
Doug Pederson,doug_pederson,OC->HC,shotgun,kan,2013-2015,3,0.28456401381559676,-0.045782827367728186,phi,2016-2020,5,1.011601835424894,0.6245880607875416,0.7270378216092972,0.6703708881552698,1
Frank Reich,frank_reich,OC->HC,aggression,phi,2016-2017,2,0.0361903734833572,0.03259306354401757,clt,2018-2022,5,0.0034600810242308593,-0.007708034569431041,-0.03273029245912634,-0.04030109811344861,1
Frank Reich,frank_reich,OC->HC,tempo,phi,2016-2017,2,-0.2677601815521053,-0.4658024474511487,clt,2018-2022,5,-0.09212397171508276,-0.07122640239423325,0.17563620983702255,0.39457604505691546,1
Frank Reich,frank_reich,OC->HC,shotgun,phi,2016-2017,2,0.8168648236852345,0.44769861287495866,clt,2018-2022,5,0.7267275394790023,0.2748695212837923,-0.09013728420623224,-0.17282909159116638,1
Freddie Kitchens,freddie_kitchens,OC->HC,aggression,cle,2018-2018,1,0.0436319848791127,0.030264128315209818,cle,2019-2019,1,0.0267818375329607,0.013740218121820481,-0.016850147346152,-0.016523910193389335,1
Freddie Kitchens,freddie_kitchens,OC->HC,tempo,cle,2018-2018,1,0.5574815119694011,0.775794468394309,cle,2019-2019,1,-0.7687867347344524,-0.7258262224664662,-1.3262682467038536,-1.5016206908607752,1
Freddie Kitchens,freddie_kitchens,OC->HC,shotgun,cle,2018-2018,1,0.4321408557054416,0.0481421893278387,cle,2019-2019,1,0.5612617436895222,0.10007250823695152,0.1291208879840806,0.051930318909112816,1
Gary Kubiak,gary_kubiak,OC->HC,aggression,rav,2014-2014,1,-0.0065940661117839,-0.005345141073041951,den,2015-2016,2,0.011170834824992499,0.005073053549304082,0.0177649009367764,0.010418194622346034,1
Gary Kubiak,gary_kubiak,OC->HC,tempo,rav,2014-2014,1,-0.5367834586359231,-0.9684588408748076,den,2015-2016,2,0.3112285513244487,-0.04112267208353014,0.8480120099603718,0.9273361687912774,1
Gary Kubiak,gary_kubiak,OC->HC,shotgun,rav,2014-2014,1,-1.6407954667299176,-1.9717180371107328,den,2015-2016,2,-0.13526930263168843,-0.5848594155349294,1.5055261640982291,1.3868586215758034,1
Hue Jackson,hue_jackson,OC->HC,aggression,cin,2014-2015,2,-0.006140882648433151,-0.008372055806917085,cle,2016-2018,3,0.014787694326183265,0.007933535511989219,0.020928576974616416,0.016305591318906305,1
Hue Jackson,hue_jackson,OC->HC,tempo,cin,2014-2015,2,0.7721918496567142,0.30650896643526715,cle,2016-2018,3,0.3497818260686078,0.29052463427754815,-0.42241002358810636,-0.015984332157718995,1
Hue Jackson,hue_jackson,OC->HC,shotgun,cin,2014-2015,2,0.5762267709742349,0.19161402871846528,cle,2016-2018,3,0.6299934137200903,0.25588305105403886,0.05376664274585541,0.06426902233557358,1
Jason Garrett,jason_garrett,OC->HC,aggression,dal,2007-2010,4,-0.00031280669059063166,0.00746801526103064,dal,2011-2019,9,-0.008234141954565823,-0.012089604615498777,-0.00792133526397519,-0.019557619876529417,1
Jason Garrett,jason_garrett,OC->HC,tempo,dal,2007-2010,4,-0.6309858609531368,-0.35206470469817286,dal,2011-2019,9,-0.26979202381038925,-0.4167097916777382,0.36119383714274755,-0.06464508697956534,1
Jason Garrett,jason_garrett,OC->HC,shotgun,dal,2007-2010,4,-0.6151306726756505,0.24939309266093737,dal,2011-2019,9,-0.22984727987519438,-0.3987195734423998,0.3852833928004561,-0.6481126661033372,1
Jay Gruden,jay_gruden,OC->HC,aggression,cin,2011-2013,3,-0.0011606945927902332,-3.826851869235564e-05,was,2014-2019,6,-0.0013342074278962501,-0.0076786144563446195,-0.0001735128351060169,-0.007640345937652264,1
Jay Gruden,jay_gruden,OC->HC,tempo,cin,2011-2013,3,-0.03611415389279967,-0.1214751809788177,was,2014-2019,6,-0.5611627779860706,-0.7388589162440851,-0.5250486240932709,-0.6173837352652674,1
Jay Gruden,jay_gruden,OC->HC,shotgun,cin,2011-2013,3,-0.064885293774221,0.21274642817825115,was,2014-2019,6,0.01203959723775482,-0.38008470408928924,0.07692489101197582,-0.5928311322675404,1
Jim Caldwell,jim_caldwell,OC->HC,aggression,rav,2013-2013,1,0.0091710337246359,0.008133350838433464,det,2014-2017,4,0.0097748410902014,0.0068605995412896175,0.0006038073655654994,-0.0012727512971438468,1
Jim Caldwell,jim_caldwell,OC->HC,tempo,rav,2013-2013,1,2.137690702709176,1.8088112007667247,det,2014-2017,4,0.31878247021250683,-0.01308010434773832,-1.818908232496669,-1.821891305114463,1
Jim Caldwell,jim_caldwell,OC->HC,shotgun,rav,2013-2013,1,1.2927782060756057,1.0709631670371702,det,2014-2017,4,1.3070931228206661,0.9302036462876435,0.014314916745060469,-0.1407595207495267,1
Joe Philbin,joe_philbin,OC->HC,aggression,gnb,2007-2011,5,0.011054577747625041,0.017823843570800656,mia,2012-2015,4,0.010254674907238824,0.009300147556222016,-0.0007999028403862171,-0.00852369601457864,1
Joe Philbin,joe_philbin,OC->HC,tempo,gnb,2007-2011,5,-0.5420014485930967,-0.29923451454071637,mia,2012-2015,4,0.32287689597155544,0.001477172735806942,0.8648783445646522,0.3007116872765233,1
Joe Philbin,joe_philbin,OC->HC,shotgun,gnb,2007-2011,5,-0.30655681340257485,0.5292859538921367,mia,2012-2015,4,0.98539255117198,0.8210302777266477,1.2919493645745548,0.291744323834511,1
Josh McDaniels,josh_mcdaniels,OC->HC,aggression,nwe,2012-2021,10,0.0027823921665570293,-0.0034381310351443103,rai,2022-2023,2,0.0072889538377856,-0.002516137767290816,0.004506561671228571,0.0009219932678534945,1
Josh McDaniels,josh_mcdaniels,OC->HC,tempo,nwe,2012-2021,10,0.9943775000739355,0.8412472955726488,rai,2022-2023,2,-0.7949169118152964,-0.8180025366291453,-1.789294411889232,-1.6592498322017941,1
Josh McDaniels,josh_mcdaniels,OC->HC,shotgun,nwe,2012-2021,10,-0.2784855789509622,-0.5684571426540177,rai,2022-2023,2,-0.5404483562238676,-1.4021423495266343,-0.26196277727290534,-0.8336852068726166,1
Ken Whisenhunt,ken_whisenhunt,OC->HC,aggression,sdg,2013-2013,1,-0.0251022883053054,-0.026139971191507835,oti,2014-2015,2,0.012729413216684051,0.010498240058200117,0.03783170152198945,0.03663821124970795,1
Ken Whisenhunt,ken_whisenhunt,OC->HC,tempo,sdg,2013-2013,1,-0.1609163092684721,-0.48979581121092325,oti,2014-2015,2,-0.386168168329872,-0.8518510515513189,-0.22525185906139988,-0.36205524034039566,1
Ken Whisenhunt,ken_whisenhunt,OC->HC,shotgun,sdg,2013-2013,1,0.7912963499464698,0.5694813109080342,oti,2014-2015,2,0.4028689228595896,0.018256180603819894,-0.3884274270868802,-0.5512251303042144,1
Kevin O'Connell,kevin_o'connell,OC->HC,aggression,ram,2020-2021,2,0.00454632872730235,-0.007845184652309552,min,2022-2025,3,0.025352574963758565,0.01414144506099386,0.020806246236456216,0.02198662971330341,1
Kevin O'Connell,kevin_o'connell,OC->HC,tempo,ram,2020-2021,2,0.8309946660980498,0.7755486216157095,min,2022-2025,3,0.6018442959487164,0.5968638020567223,-0.22915037014933348,-0.17868481955898718,1
Kevin O'Connell,kevin_o'connell,OC->HC,shotgun,ram,2020-2021,2,-0.6386487645233868,-0.9680218744226372,min,2022-2025,3,-0.13728666125860614,-1.0069480052453648,0.5013621032647807,-0.038926130822727556,1
Kevin Stefanski,kevin_stefanski,OC->HC,aggression,min,2019-2019,1,-0.022439260506662,-0.035480879917802216,cle,2020-2025,5,0.022576354750035076,0.010893071456531494,0.045015615256697075,0.04637395137433371,1
Kevin Stefanski,kevin_stefanski,OC->HC,tempo,min,2019-2019,1,0.4072626138433645,0.4502231261113506,cle,2020-2025,5,-0.10563721352526094,-0.13080392765339355,-0.5128998273686254,-0.5810270537647442,1
Kevin Stefanski,kevin_stefanski,OC->HC,shotgun,min,2019-2019,1,-1.342992739906349,-1.8041819753589197,cle,2020-2025,5,0.2523617545240012,-0.4011842958277542,1.5953544944303504,1.4029976795311654,1
Kyle Shanahan,kyle_shanahan,OC->HC,aggression,atl,2015-2016,2,0.01621659259891125,0.010118811323222832,sfo,2017-2025,8,-0.01221597925212985,-0.02290800689282651,-0.0284325718510411,-0.033026818216049345,1
Kyle Shanahan,kyle_shanahan,OC->HC,tempo,atl,2015-2016,2,0.25988666332751775,-0.09246456008046108,sfo,2017-2025,8,-0.5631664732869364,-0.5701205446786748,-0.8230531366144541,-0.4776559845982137,1
Kyle Shanahan,kyle_shanahan,OC->HC,shotgun,atl,2015-2016,2,-0.3741633965053827,-0.8237535094086237,sfo,2017-2025,8,-0.08471817487020467,-0.6335148328119228,0.28944522163517805,0.1902386765967009,1
Matt LaFleur,matt_lafleur,OC->HC,aggression,oti,2018-2018,1,-0.0145121748737848,-0.027880031437687684,gnb,2019-2025,6,0.028584136262214455,0.016674463615771427,0.04309631113599925,0.04455449505345911,1
Matt LaFleur,matt_lafleur,OC->HC,tempo,oti,2018-2018,1,0.1749518832404644,0.3932648396653723,gnb,2019-2025,6,-0.9413581111610944,-0.9551702875565405,-1.1163099944015586,-1.3484351272219128,1
Matt LaFleur,matt_lafleur,OC->HC,shotgun,oti,2018-2018,1,-0.0825571125184154,-0.4665557788960183,gnb,2019-2025,6,0.7421243025895063,0.12063772138761503,0.8246814151079217,0.5871935002836333,1
Matt Nagy,matt_nagy,OC->HC,aggression,kan,2017-2017,1,-0.0003863923274547,-0.0010967210104669421,chi,2018-2021,4,0.020203530840523898,0.007405405156957175,0.0205899231679786,0.008502126167424117,1
Matt Nagy,matt_nagy,OC->HC,tempo,kan,2017-2017,1,-0.9468251128754142,-1.1378975820615527,chi,2018-2021,4,-0.11596179177757213,-0.07836644684551883,0.830863321097842,1.059531135216034,1
Matt Nagy,matt_nagy,OC->HC,shotgun,kan,2017-2017,1,0.9736695572857164,0.6962144473409224,chi,2018-2021,4,1.1189582811911423,0.7429747507839735,0.1452887239054259,0.04676030344305104,1
Mike McCoy,mike_mccoy,OC->HC,aggression,den,2009-2012,4,-0.0035402220974579492,0.0012166542918894986,sdg,2013-2016,4,-0.011741120984483674,-0.014737201084193005,-0.008200898887025725,-0.015953855376082505,1
Mike McCoy,mike_mccoy,OC->HC,tempo,den,2009-2012,4,0.21699265267169465,0.3383257210824618,sdg,2013-2016,4,0.24371969668522064,-0.12259463606410269,0.02672704401352599,-0.4609203571465645,1
Mike McCoy,mike_mccoy,OC->HC,shotgun,den,2009-2012,4,0.0333397878820927,0.6557763597798163,sdg,2013-2016,4,0.9719678266524597,0.6089883678460266,0.938628038770367,-0.046787991933789685,1
Mike McDaniel,mike_mcdaniel,OC->HC,aggression,sfo,2021-2021,1,-0.0229528101130849,-0.03677215012111425,mia,2022-2025,3,0.02354094768785403,0.012329817785089327,0.04649375780093893,0.049101967906203574,1
Mike McDaniel,mike_mcdaniel,OC->HC,tempo,sfo,2021-2021,1,-0.9297934398401754,-0.9545903262401909,mia,2022-2025,3,-0.6286164025484317,-0.6335968964404256,0.3011770372917437,0.3209934297997653,1
Mike McDaniel,mike_mcdaniel,OC->HC,shotgun,sfo,2021-2021,1,0.0754719035248926,-0.2317257665375717,mia,2022-2025,3,1.0639947880821798,0.19433344409542117,0.9885228845572872,0.4260592106329929,1
Mike Mularkey,mike_mularkey,OC->HC,aggression,atl,2008-2011,4,-0.0004265694189192451,0.006581441013913907,jax,2012-2012,1,0.0206127065381828,0.02229462633728587,0.021039275957102043,0.015713185323371966,1
Mike Mularkey,mike_mularkey,OC->HC,tempo,atl,2008-2011,4,0.0283175229749388,0.25145728557586267,jax,2012-2012,1,0.1007796104575729,0.07542598589992422,0.07246208748263411,-0.17603129967593845,1
Mike Mularkey,mike_mularkey,OC->HC,shotgun,atl,2008-2011,4,-0.7587324346477604,0.01795672651425069,jax,2012-2012,1,-0.6673158337770916,-0.333724404008446,0.09141660087066883,-0.35168113052269667,1
Nathaniel Hackett,nathaniel_hackett,OC->HC,aggression,gnb,2019-2021,3,0.03275376615514817,0.020145550765026828,den,2022-2022,1,0.007682964971201,0.003034889737158394,-0.025070801183947167,-0.017110661027868436,1
Nathaniel Hackett,nathaniel_hackett,OC->HC,tempo,gnb,2019-2021,3,-1.1437742998919997,-1.1664181587908982,den,2022-2022,1,0.3118263512940286,0.2659328181700628,1.4556006511860282,1.432350976960961,1
Nathaniel Hackett,nathaniel_hackett,OC->HC,shotgun,gnb,2019-2021,3,0.3155561602053559,-0.05775565821166798,den,2022-2022,1,0.4529906506004222,-0.30236531874695294,0.13743449039506633,-0.24460966053528496,1
Nick Sirianni,nick_sirianni,OC->HC,aggression,clt,2018-2020,3,0.010514459646232432,-0.0019432612625134192,phi,2021-2025,4,0.016300118015478274,0.004436935586397409,0.005785658369245841,0.006380196848910828,1
Nick Sirianni,nick_sirianni,OC->HC,tempo,clt,2018-2020,3,0.23469328074533302,0.2930860361214093,phi,2021-2025,4,0.6393806523599981,0.6294460603409986,0.40468737161466506,0.33636002421958927,1
Nick Sirianni,nick_sirianni,OC->HC,shotgun,clt,2018-2020,3,0.757931204148463,0.3590190536263929,phi,2021-2025,4,2.0423183124709934,1.3132728869653083,1.2843871083225302,0.9542538333389154,1
Norv Turner,norv_turner,OC->HC,aggression,sfo,2006-2006,1,-0.0320171302853166,-0.01938358561083395,sdg,2007-2012,6,-0.0015647338666287664,0.0043566409525347604,0.030452396418687834,0.023740226563368712,1
Norv Turner,norv_turner,OC->HC,tempo,sfo,2006-2006,1,-1.096745334201772,-0.7907450558657296,sdg,2007-2012,6,-0.7392647901093176,-0.5411846158252754,0.35748054409245433,0.2495604400404542,1
Norv Turner,norv_turner,OC->HC,shotgun,sfo,2006-2006,1,-2.550039411708433,-1.1176709467278487,sdg,2007-2012,6,-0.9360462823578932,-0.18391207131752582,1.6139931293505398,0.9337588754103229,1
Pat Shurmur,pat_shurmur,OC->HC,aggression,min,2017-2017,1,-0.000777765315012,-0.0014880939980242423,nyg,2018-2019,2,0.0176082892237695,0.0044035512362479495,0.018386054538781497,0.005891645234272192,1
Pat Shurmur,pat_shurmur,OC->HC,tempo,min,2017-2017,1,0.6637896815391898,0.4727172123530512,nyg,2018-2019,2,-0.5113700129891605,-0.38073327864271345,-1.1751596945283502,-0.8534504909957646,1
Pat Shurmur,pat_shurmur,OC->HC,shotgun,min,2017-2017,1,0.3643124450321056,0.08685733508731158,nyg,2018-2019,2,0.29531679093922286,-0.1272771599758639,-0.06899565409288272,-0.21413449506317547,1
Rob Chudzinski,rob_chudzinski,OC->HC,aggression,car,2011-2012,2,0.00240825074995835,0.004610731304206385,cle,2013-2013,1,0.0261586025934086,0.025120919707206164,0.02375035184345025,0.020510188402999778,1
Rob Chudzinski,rob_chudzinski,OC->HC,tempo,car,2011-2012,2,-0.6633676234457134,-0.6269694131035148,cle,2013-2013,1,0.2553307817516434,-0.07354872019080771,0.9186984051973568,0.5534206929127071,1
